"Catalog","OSDVersion","OSDStatus","UpdateOS","UpdateBuild","UpdateArch","UpdateGroup","CreationDate","KBNumber","FileKBNumber","Title","UpdateId","LegacyName","Type","FileName","Size","CompanyTitles","ProductFamilyTitles","Category","UpdateClassificationTitle","MsrcSeverity","SecurityBulletins","UpdateType","PublicationState","HasLicenseAgreement","RequiresLicenseAgreementAcceptance","State","IsLatestRevision","HasEarlierRevision","IsBeta","HasStaleUpdateApprovals","IsApproved","IsDeclined","HasSupersededUpdates","IsSuperseded","IsWsusInfrastructureUpdate","IsEditable","UpdateSource","AdditionalInformationUrls","Description","ReleaseNotes","FileUri","OriginUri","Hash","AdditionalHash","OSDCore","OSDWinPE","OSDGuid","PartitionKey","RowKey"
"Windows 11 23H2","24.1.11.1","","Windows 11","23H2","x64","DotNetCU","1/9/2024 6:00:00 PM","5033920","5033920","2024-01 Cumulative Update for .NET Framework 3.5 and 4.8.1 for Windows 11 version 23H2 for x64 (KB5033920)","cae7a129-4a37-4eeb-9ce9-4f62c021f021","KB5033920-DotNetCumulative-SV3-Client-x64-Retail","SelfContained","Windows11.0-KB5033920-x64-NDP481.cab","63692853","Microsoft","Windows","Windows 11","Security Updates","Important","","Software","Published","False","False","Ready","True","False","False","False","False","False","True","False","False","False","MicrosoftUpdate","http://support.microsoft.com/kb/5033920","A security issue has been identified in a Microsoft software product that could affect your system. You can help protect your system by installing this update from Microsoft. For a complete listing of the issues that are included in this update, see the associated Microsoft Knowledge Base article. After you install this update, you may have to restart your system.","","http://download.windowsupdate.com/d/msdownload/update/software/secu/2024/01/windows11.0-kb5033920-x64-ndp481_45f928ccc582503580039338dfca0744a6b7ee89.cab","http://download.windowsupdate.com/d/msdownload/update/software/secu/2024/01/windows11.0-kb5033920-x64-ndp481_45f928ccc582503580039338dfca0744a6b7ee89.cab","69 249 40 204 197 130 80 53 128 3 147 56 223 202 7 68 166 183 238 137","209 35 147 73 192 28 149 207 218 136 178 126 60 50 25 86 194 10 226 31 155 14 150 239 142 239 146 176 138 241 137 37","","","fe2ac7d5-0ba1-44bc-bd45-12a0c0bcd47c","Windows 11 23H2","fe2ac7d5-0ba1-44bc-bd45-12a0c0bcd47c"
"Windows 11 23H2","24.1.11.1","","Windows 11","23H2","x64","DotNetCU","1/9/2024 6:00:00 PM","5034276","5033912","2024-01 Cumulative Update for .NET Framework 3.5 4.8 and 4.8.1 for Windows 11 for x64 (KB5034276)","68f05577-ceb3-447c-8d38-a057402e56d1","KB5034276-DotNetCumulative-SV-Client-x64-Retail","SelfContained","Windows10.0-KB5033912-x64-NDP48.cab","69145511","Microsoft","Windows","Windows 11","Security Updates","Important","","Software","Published","False","False","Ready","True","False","False","False","False","False","True","False","False","False","MicrosoftUpdate","http://support.microsoft.com/kb/5034276","A security issue has been identified in a Microsoft software product that could affect your system. You can help protect your system by installing this update from Microsoft. For a complete listing of the issues that are included in this update, see the associated Microsoft Knowledge Base article. After you install this update, you may have to restart your system.","","http://download.windowsupdate.com/d/msdownload/update/software/secu/2023/12/windows10.0-kb5033912-x64-ndp48_1d65ca133d56918f663699b554ed4753e9597866.cab","http://download.windowsupdate.com/d/msdownload/update/software/secu/2023/12/windows10.0-kb5033912-x64-ndp48_1d65ca133d56918f663699b554ed4753e9597866.cab","29 101 202 19 61 86 145 143 102 54 153 181 84 237 71 83 233 89 120 102","105 135 24 18 211 135 232 0 56 228 112 228 245 64 28 210 169 147 93 100 225 128 90 107 10 2 27 236 253 72 238 38","","","84364b2f-c253-409b-94d5-5005b635dada","Windows 11 23H2","84364b2f-c253-409b-94d5-5005b635dada"
"Windows 11 23H2","24.1.11.1","","Windows 11","23H2","x64","DotNetCU","1/9/2024 6:00:00 PM","5034276","5033919","2024-01 Cumulative Update for .NET Framework 3.5 4.8 and 4.8.1 for Windows 11 for x64 (KB5034276)","68f05577-ceb3-447c-8d38-a057402e56d1","KB5034276-DotNetCumulative-SV-Client-x64-Retail","SelfContained","Windows11.0-KB5033919-x64-NDP481.cab","63931008","Microsoft","Windows","Windows 11","Security Updates","Important","","Software","Published","False","False","Ready","True","False","False","False","False","False","True","False","False","False","MicrosoftUpdate","http://support.microsoft.com/kb/5034276","A security issue has been identified in a Microsoft software product that could affect your system. You can help protect your system by installing this update from Microsoft. For a complete listing of the issues that are included in this update, see the associated Microsoft Knowledge Base article. After you install this update, you may have to restart your system.","","http://download.windowsupdate.com/d/msdownload/update/software/secu/2023/12/windows11.0-kb5033919-x64-ndp481_fc7e901ebb91f6eefe786a65a1ee9718e03734d0.cab","http://download.windowsupdate.com/d/msdownload/update/software/secu/2023/12/windows11.0-kb5033919-x64-ndp481_fc7e901ebb91f6eefe786a65a1ee9718e03734d0.cab","252 126 144 30 187 145 246 238 254 120 106 101 161 238 151 24 224 55 52 208","177 233 236 206 21 11 242 118 36 100 154 204 25 225 181 187 130 68 10 99 66 231 238 9 227 229 238 137 125 252 88 243","","","bab5e401-316f-4b88-8de4-dda0c04fd52d","Windows 11 23H2","bab5e401-316f-4b88-8de4-dda0c04fd52d"
